cod_mun	dpto	peso
41530	41	3375.457627
41548	41	3592.210526
41551	41	3376.606544
41615	41	3528.298013
41660	41	4071.371429
41668	41	3305.313609
41676	41	3378.844749
41770	41	3309.453125
41791	41	3659.514658
41797	41	3582.485714
41799	41	3822.761905
41801	41	3485.751938
41807	41	3194.134375
41872	41	3235.444444
41885	41	3272.705882
44001	44	3384.091265
44035	44	3093.965054
44078	44	3199.5375
44090	44	3132.486683
44098	44	3252.47191
44110	44	3238.505155
44279	44	3135.589666
44378	44	3141.192
44420	44	3150.666667
44430	44	3204.897784
44560	44	3456.212074
44650	44	3163.880759
44847	44	3450.357079
44855	44	3171.829268
44874	44	3195.851282
47001	47	3159.442422
47030	47	3188.686869
47053	47	3192.418605
47058	47	3464.594891
47161	47	3250.696203
47170	47	3139.286374
47189	47	3168.228004
47205	47	3103.566434
47245	47	3465.104913
47258	47	3173.787172
47268	47	3210.728972
47288	47	3190.173208
47318	47	3248.071006
47460	47	3291.329577
47541	47	3068.333333
47545	47	3153.820225
47551	47	3194.196429
47555	47	3151.928364
47570	47	3256.934389
47605	47	3231.982759
47660	47	3237.902985
47675	47	3302.815534
47692	47	3145.758721
47703	47	3221.401575
47707	47	3204.987775
47720	47	3276.854305
47745	47	3084.85614
47798	47	3130.229885
47960	47	3113.419355
47980	47	3167.992765
50001	50	3304.539813
50006	50	3244.112577
50110	50	3389.987952
50124	50	3370.983607
50150	50	3235.272727
50223	50	3801.333333
50226	50	3481.608824
50245	50	3466.76
50251	50	3399.894737
50270	50	4169.696429
50287	50	3306.364103
50313	50	3253.17551
50318	50	3241.533333
50325	50	3546.283333
50330	50	3246.640625
50350	50	3361.735294
50370	50	3366.882353
50400	50	3301.901639
50450	50	3224.811475
50568	50	4010.569536
50573	50	3548.16958
50577	50	3296.251799
50590	50	3250.205405
50606	50	3421.110553
50680	50	3415.813131
50683	50	3382.716535
50686	50	3581.035714
50689	50	3409.889688
50711	50	3281.470383
52001	52	3037.648393
52019	52	3082.537634
52022	52	3110.357143
52036	52	3157.191176
52051	52	3085.88785
52079	52	3169.737864
52083	52	3101.948276
52110	52	3112.135542
52203	52	3059.328
52207	52	3115.357143
52210	52	4323.188119
52215	52	4179.221757
52224	52	3968.626761
52227	52	3458.121951
52233	52	3084.128788
52240	52	3081.119403
52250	52	3256.332461
52254	52	4011.680412
52256	52	3304.292453
52258	52	3097.980132
52260	52	3091.844086
52287	52	3148.238636
52317	52	2921.798817
52320	52	3067.324841
52323	52	3118.753623
52352	52	2958.989362
52354	52	3166.078125
52356	52	3058.879891
52378	52	3008.803191
52381	52	3042.284553
52385	52	3279.142857
52390	52	3354.913043
52399	52	3016.251816
52405	52	3255.5
52411	52	3088.006711
52418	52	3137.372881
52427	52	3273.421053
52435	52	3204.514286
52473	52	3463.934959
52480	52	3135.340909
52490	52	3414.368421
52506	52	3155.188679
52520	52	3188.830065
52540	52	3273.011834
52560	52	3213.180851
52565	52	3044.537313
52573	52	3303.651376
52585	52	3086.016736
52612	52	4344.896694
52621	52	3220.446602
52678	52	3153.757333
52683	52	3580.787162
52685	52	3056.352941
52687	52	3103.275362
52693	52	3000.323529
52694	52	3068.043478
52696	52	3143.333333
52699	52	3243.370787
52720	52	3021.617647
52786	52	3868.040293
52788	52	2988.731707
52835	52	3138.683786
52838	52	3050.303142
52885	52	3016.122302
54001	54	3288.247633
54003	54	3222.71831
54051	54	3282.047619
54099	54	3454.6
54109	54	3438.717391
54125	54	2974.444444
54128	54	3200.219697
54172	54	3408.547368
54174	54	3131.523438
54206	54	3295.10757
54223	54	3172.650602
54239	54	3238.216667
54245	54	3289.913043
54250	54	3358.802691
54261	54	3244.387324
54313	54	3400.054545
54344	54	3361.095238
54347	54	3316.111111
54377	54	3077.076923
54385	54	3155.07767
54398	54	3251.867347
54405	54	3235.28125
54418	54	3223.461538
54480	54	3125.561404
54498	54	3279.065525
54518	54	3270.641221
54520	54	3105.813953
54553	54	3206.666667
54599	54	3081.470588
54660	54	3388.765766
54670	54	3276
54673	54	3185
54680	54	3238.387097
54720	54	3312.280802
54743	54	3118.315789
54800	54	3295.108571
54810	54	3311.398818
54820	54	3252.520202
54871	54	3152.033898
54874	54	3179.294466
63001	63	3192.51398
63111	63	3195.666667
63130	63	3209.137967
63190	63	3191.128834
63212	63	3246.813333
63272	63	3139.96748
63302	63	3083.924528
63401	63	3330.506098
63470	63	3126.982353
63548	63	3322.0375
63594	63	3209.832474
63690	63	3154.694118
66001	66	3135.910215
66045	66	3085.026667
66075	66	3165.930233
66088	66	3129.971671
66170	66	3147.822771
66318	66	3200.368421
66383	66	3065.046296
66400	66	3202.94206
66440	66	3177.758893
66456	66	3078.488506
66572	66	3112.270992
66594	66	3161.932817
66682	66	3162.752009
66687	66	2927.698324
68001	68	3189.68843
68013	68	2907.894737
68020	68	3177.5
68051	68	3458.488189
68077	68	3111.195946
68079	68	3186.486486
68081	68	3245.459094
68092	68	3331.875
68101	68	2946.111111
68121	68	3088.4
68132	68	3122.454545
68147	68	3139.264706
68152	68	2992.412698
68160	68	3151.666667
68162	68	3100.263889
68167	68	3360.28125
68169	68	3048.095238
68176	68	2995.642857
68179	68	2844.634615
68190	68	3482.636893
68207	68	3071.8
68209	68	3337.5
68211	68	2978.5
68217	68	3223.275862
68229	68	3192.932099
68235	68	3271.299107
68245	68	3085
68250	68	2978.511628
68255	68	3254.414286
68264	68	3283.958333
68266	68	2989.782609
68271	68	4010.169014
68276	68	3175.2824
68296	68	3428
68298	68	3032.432432
68307	68	3185.391659
68318	68	3802.824324
68320	68	3236.5
68322	68	3450
68324	68	3106.486486
68327	68	3249.791667
68344	68	2440
68368	68	3226.428571
68370	68	2810.769231
68377	68	4501.605263
68385	68	3223.868421
68397	68	2977.142857
68406	68	3631.535406
68418	68	3206.925743
68425	68	2847.619048
68432	68	2993
68444	68	3322.339623
68464	68	3355.078431
68468	68	3081.020833
68498	68	3266.287879
68500	68	3014.682927
68502	68	3204.454545
68522	68	3900
68524	68	5178.333333
68533	68	3285.102041
68547	68	3163.882908
68549	68	3196.666667
68572	68	3570.983051
68573	68	3117.480769
68575	68	3275.856678
68615	68	3201.757225
68655	68	3381.488518
68669	68	3107.781022
68673	68	3152.272727
68679	68	3210.248042
68682	68	3201.916667
68684	68	3142.948276
68686	68	3134.666667
68689	68	3279.859688
68705	68	3103.478261
68720	68	4835.218182
68745	68	3193.87931
68755	68	3047.112676
68770	68	2652
68773	68	3222.576923
68780	68	3290.404255
68820	68	2974.9
68855	68	3300.10101
68861	68	3062.82
68867	68	2794.166667
68872	68	3172.061856
68895	68	3332.692982
70001	70	3129.779423
70110	70	3201.454545
70124	70	3291.571429
70204	70	3223.915888
70215	70	3104.026455
70221	70	3257.955157
70230	70	3203.898305
70233	70	3065.907692
70235	70	3176.926606
70265	70	3246.586957
70400	70	3151.910995
70418	70	3137.400612
70429	70	3278.570384
70473	70	3103.729614
70508	70	3208.964286
70523	70	3192.880734
70670	70	3225.56391
70678	70	3102.467363
70702	70	3077.005464
70708	70	3279.132174
70713	70	3262.96063
70717	70	3209.690909
70742	70	3179.645228
70771	70	3256.534247
70820	70	3238.301483
70823	70	3201.889831
73001	73	3238.372862
73024	73	3431.22449
73026	73	3414.219298
73030	73	3254.568627
73043	73	3027.788462
73055	73	3219.423913
73067	73	3293.446215
73124	73	3145.068657
73148	73	3207.186992
73152	73	3133.141026
73168	73	3171.693775
73200	73	3255.68
73217	73	3244.345845
73226	73	3440.818966
73236	73	3474.046296
73268	73	3208.668722
73270	73	3224.495413
73275	73	3213.7
73283	73	3193.298148
73319	73	3276.200828
73347	73	3167.463415
73349	73	3320.246114
73352	73	3273.362832
73408	73	3219.390845
73411	73	3144.478593
73443	73	3403.88932
73449	73	3245.083958
73461	73	2995.588235
73483	73	3731.831615
73504	73	4892.22813
73520	73	3167.879747
73547	73	3207.671233
73555	73	3229.444444
73563	73	3610.317568
73585	73	3347.333333
73616	73	4259.510309
73622	73	4069.845238
73624	73	3115.471564
73671	73	3235.201613
73675	73	3174.853846
73678	73	3149.717791
73686	73	3056.765766
73770	73	3245.652174
73854	73	3284.928571
73861	73	3213.193833
73870	73	3219.869281
73873	73	3233.061538
75032	75	3355
75036	75	2200
75056	75	3320
75076	75	3252.5
75156	75	3000
75188	75	2782.5
75218	75	3307.5
75249	75	4150
75364	75	3000
75380	75	3650
75484	75	1775
75528	75	2360
75533	75	1268
75604	75	3162.5
75772	75	4800
75840	75	2820
75850	75	2936.666667
75862	75	3259.944099
75998	75	2506
76001	76	3124.246092
76020	76	3117.727273
76036	76	3095.705882
76041	76	3163.983553
76054	76	3182.658228
76100	76	3110.971429
76109	76	3140.530099
76111	76	3127.609233
76113	76	3101.8
76122	76	3159.780362
76126	76	3072.451613
76130	76	3132.437262
76147	76	3176.059143
76233	76	3142.375494
76243	76	3028.472868
76246	76	3104.166667
76248	76	3184.429739
76250	76	3326.292517
76275	76	3126.40048
76306	76	3133.290323
76318	76	3129.403465
76364	76	3128.984246
76377	76	3167.206107
76400	76	3146.823666
76403	76	3217.291667
76497	76	3248.16568
76520	76	3182.024935
76563	76	3134.412817
76606	76	3194.995475
76616	76	3037.307692
76622	76	3113.506522
76670	76	3091.398907
76736	76	3071.954955
76823	76	3230.916667
76828	76	3080.057416
76834	76	3111.004893
76845	76	3127.5
76863	76	3109.559524
76869	76	3142.41791
76890	76	3109.077778
76892	76	3157.90118
76895	76	3207.034314
81001	81	3765.665476
81065	81	4343.630265
81220	81	3636.25
81300	81	4306.382857
81591	81	3338.890411
81736	81	3853.273605
81794	81	4152.009298
85001	85	3205.886445
85010	85	3250.839583
85015	85	3180.526316
85125	85	3935.897143
85136	85	3146.923077
85139	85	3307.005405
85162	85	3280.020833
85225	85	3250.980769
85230	85	3482.773333
85250	85	3286.739308
85263	85	3288.68
85279	85	3171.666667
85300	85	3248.825
85315	85	3684.4
85325	85	3611.519231
85400	85	4138.5
85410	85	3270.243243
85430	85	3327.27907
85440	85	3239.65618
86001	86	3327.913151
86219	86	3098.871287
86320	86	3422.719557
86568	86	3296.511489
86569	86	4781.866667
86571	86	3391.011194
86573	86	3474.957784
86749	86	3114.584071
86755	86	3225.594595
86757	86	3276.037736
86760	86	3200.757282
86865	86	3262.74514
86885	86	3391.830827
88001	88	3157.241587
88564	88	3259.459459
91001	91	3444.494012
91263	91	3354.545455
91405	91	3475.888889
91407	91	3636.658537
91460	91	3332.5
91536	91	2886.875
91540	91	3123.575472
91669	91	4039.9
91798	91	2994.285714
94001	94	3231.42471
94343	94	3103.953846
94663	94	3577.5
94883	94	3040
94884	94	3375
94886	94	3600
94887	94	3270
94888	94	2600
95001	95	3101.970532
95015	95	3095.540541
95025	95	3082.293785
95200	95	3295.691358
97001	97	3967.883369
97161	97	3893.566667
97511	97	4177.731343
97666	97	4738.1
97777	97	3080
97889	97	3980.708333
99001	99	3384.211268
99524	99	4920.941176
99624	99	3396.72973
99773	99	3701.250936
