x,y,mag,prof,ano,catprof,catmag,descripcion
1118020.449,1239413.801,4.4,165,1993,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1099445.039,1239486.868,5,148.1,2000,intermedio,Moderada Magnitud,Shales con yeso  cherts  calizas y arenitas.
1112491.786,1239512.566,4.2,156.2,1993,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1089936.472,1239580.733,4.2,142,2008,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1114039.501,1239626.432,4,155,1994,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1081644.121,1239788.706,4.4,150,2000,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1090709.654,1240024.436,4.6,150,1994,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1127749.129,1240099.693,4,155,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1097785.379,1240147.443,4.4,145.6,2008,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1099443.812,1240150.486,4.1,142.2,2000,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1132061.17,1240220.727,4,159.4,2000,intermedio,Ligera Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1095905.236,1240475.863,4.3,150,1997,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1099443.198,1240482.295,4,150,1994,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1123656.742,1240643.179,4,155.4,1998,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1128190.096,1240653.805,4,153.56,2010,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1131064.938,1240660.743,4,159.34,2000,intermedio,Ligera Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1108508.92,1240721.052,4.5,160,1999,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1134602.688,1240890.721,4,160,1995,intermedio,Ligera Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1090818.719,1240909.429,4.2,149.7,2000,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1099441.764,1241256.517,4.7,151.74,1999,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1110497.937,1241278.14,4,154,1996,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1106738.363,1241491.743,4.3,155,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1079209.224,1241554.64,4.1,150,1996,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1099220.031,1241587.916,4.4,150,1995,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1090043.324,1241792.931,4.3,150,1998,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1108174.999,1241826.438,4.1,154,1997,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1109722.863,1241829.582,4.4,149.85,1993,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1095018.205,1241912.117,4.3,150,1995,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1132499.093,1241991.63,4.3,160,1995,intermedio,Ligera Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1099440.329,1242030.738,4.2,150,1994,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1105631.658,1242042.579,4.3,150.2,1997,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1115582.216,1242063.106,4.4,160,2000,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1116798.414,1242065.742,4,150.9,1997,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1130287.449,1242096.824,4.7,170,1995,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1078545.087,1242106.655,4.2,137.1,2000,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1111822.393,1242386.954,5,190.5,1993,profundo,Moderada Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1118677.022,1242512.305,4,148.01,1997,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1102866.386,1242700.829,4.1,148.19,1997,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1115801.909,1242727.231,5,150,2000,intermedio,Moderada Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1117791.787,1242842.178,5.7,160.97,2000,intermedio,Moderada Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1128627.072,1242867.104,4.1,160,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1099438.687,1242915.563,4.2,150,1994,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1117349.295,1242951.816,4.6,162,1993,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1130616.996,1242982.534,4,160,1998,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1092805.142,1243014.258,4.1,144.8,2001,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1097890.491,1243133.917,4.4,142,1996,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1122987.495,1243185.69,4.1,159.67,1993,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1087277.075,1243226.163,4.4,140,2000,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1097779.531,1243354.921,5.2,155.7,1993,intermedio,Moderada Magnitud,Shales con yeso  cherts  calizas y arenitas.
1112483.671,1243383.804,4.4,157.7,2009,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1099327.104,1243468.374,4.2,150.7,2004,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1106955.512,1243483.077,5,148,2000,intermedio,Moderada Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1121549.421,1243514.236,4.5,165,1994,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1107176.406,1243594.125,4.6,170,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1108724.215,1243597.248,6.4,158.84,2000,intermedio,Fuerte Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1133932.346,1243654.411,4,160,1999,intermedio,Ligera Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1093025.098,1243678.251,4.5,132.6,2000,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1103416.826,1243918.54,4,160,1994,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1106291.068,1244034.781,4.3,154.4,1993,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1112371.717,1244047.213,4.3,155,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1080974.255,1244101.049,4.1,126.5,2010,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1101536.962,1244136.146,4.7,156.9,2002,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1121658.473,1244178.146,4,150,1997,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1131277.41,1244200.9,4,160,1999,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1098441.236,1244240.96,4.1,150.6,1998,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1107838.414,1244259.091,6.3,155.87,1998,intermedio,Fuerte Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1111818.464,1244267.268,6,154.95,1993,intermedio,Fuerte Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1129618.684,1244307.466,4.2,165,1995,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1106843.187,1244367.698,4.3,154,2006,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1119889.008,1244395.369,4.2,155.44,1993,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1117677.575,1244501.063,4.5,160,1994,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1091586.389,1244560.581,4.8,142.49,2000,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1107506.078,1244590.239,4.3,160,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1096339.922,1244679.543,4.9,142.07,1999,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1114470.907,1244715.314,4.2,170,2001,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1094681.445,1244787.18,4.2,144.9,1994,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1105515.645,1244807.482,4.5,165,2001,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1108611.185,1244813.686,4.2,154.77,1997,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1071687.119,1244861.97,5.9,160,1994,intermedio,Moderada Magnitud,Shales con yeso  cherts  calizas y arenitas.
1134371.553,1244872.276,4.5,148.9,2003,intermedio,Ligera Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1104630.993,1244916.347,6.8,151.42,2012,intermedio,Fuerte Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1106952.636,1244920.946,6.3,153.85,1999,intermedio,Fuerte Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1107284.3,1244921.611,4.4,150,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1108058.185,1244923.171,4.2,155,1993,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1109605.959,1244926.325,4.8,156.7,2004,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1110048.181,1244927.234,4.9,162.7,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1124531.264,1244959.04,4.2,162.8,1999,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1115796.88,1245049.997,4,163.17,1993,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1116681.338,1245051.922,4.9,158.7,2008,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1132822.837,1245200.246,4.3,175,2008,intermedio,Ligera Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1094901.762,1245229.98,4,149.7,2008,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1130721.883,1245305.675,4.1,160,2007,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1103856.04,1245467.859,4.4,160,1998,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1104298.251,1245468.721,4.2,148,2008,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1106840.974,1245473.751,4,148.1,2008,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1125303.888,1245513.906,4.1,160,1998,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1101313.125,1245573.575,4.3,148.19,1993,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1119222.686,1245721.194,4.3,157,1999,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1123534.432,1245731.003,4.1,165,1994,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1106176.993,1245804.242,4.2,160,1996,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1075886.476,1245863.152,5.2,150,1994,intermedio,Moderada Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1090146.984,1245885.347,4.5,145.8,1999,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1107945.616,1245918.398,4.2,160,1999,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1109382.808,1245921.326,4.2,169,2001,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1112699.424,1245928.231,7,155.15,2007,intermedio,Mayor Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1114689.408,1245932.473,4.2,160,1996,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1117784.961,1245939.219,4,150,1997,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1100317.329,1246014.109,4.9,149.98,1994,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1106066.001,1246025.233,4.8,159,2009,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1135031.859,1246090.709,4.3,159.8,2007,intermedio,Ligera Magnitud,Shales con yeso y chert intercalados con calizas y arenitas
1084177.069,1246096.791,4.1,139.8,1997,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1095674.031,1246116.18,4,138,1997,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1106618.541,1246136.94,4.1,160,1995,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1108719.037,1246141.182,6.9,157.02,1997,intermedio,Fuerte Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1109824.566,1246143.447,4,157.4,2006,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1102638.472,1246239.735,4.4,158.86,2008,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1105954.789,1246356.828,4.7,177,2001,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1114135.687,1246373.717,4.6,160,1997,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1137131.683,1246427.915,4.2,162.31,2003,intermedio,Ligera Magnitud,Shales con yeso y chert intercalados con calizas y arenitas
1122537.629,1246502.98,4,160,1998,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1135141.299,1246533.447,4,162.1,1995,intermedio,Ligera Magnitud,Shales con yeso y chert intercalados con calizas y arenitas
1103190.584,1246572.615,4,159.5,1998,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1116456.843,1246599.955,4.2,173.4,2002,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1088266.386,1246656.407,4.1,142,1996,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1107280.518,1246801.904,4.2,146.5,2007,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1108938.786,1246805.269,4.1,160,1997,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1128948.889,1246960.558,4.5,155.4,2007,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1089702.929,1246990.61,4,150,1995,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1090697.843,1246992.295,4.2,150,2000,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1113802.608,1247036.652,4.1,162.48,1995,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1118114.178,1247046.04,4.6,160,1999,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1089481.652,1247100.838,4.3,138.9,2000,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1109601.412,1247138.448,4.1,158.7,1996,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1099430.655,1247229.089,4.6,150,1997,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1099430.448,1247339.693,4.6,151.83,1994,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1115460.178,1247372.045,4.1,163.28,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1115570.731,1247372.285,4.1,155.94,1997,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1115791.835,1247372.766,4.3,160,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1116012.94,1247373.247,5.4,170,2000,intermedio,Moderada Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1117560.677,1247376.643,4.2,157.7,1995,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1122203.676,1247497.709,4.3,165,1994,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1123309.22,1247500.259,4.2,154.1,2007,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1100424.96,1247562.767,4.1,148.3,2005,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1109489.951,1247580.645,4.2,159.82,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1123640.627,1247611.639,4.5,170,1995,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1124303.954,1247613.184,4,168,2001,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1104072.825,1247680.381,4.4,140,1995,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1104183.373,1247680.597,4.4,150,1998,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1110042.473,1247692.391,5.9,150.01,2000,intermedio,Moderada Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1111147.974,1247694.689,4,155.5,2008,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1119992.101,1247713.897,4.1,160,1999,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1122755.937,1247720.202,4,156.6,2005,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1088706.728,1247763.147,4.4,149.3,1995,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1106836.317,1247796.463,4,160,1997,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1109489.496,1247801.857,4.4,185.4,2003,profundo,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1110705.543,1247804.374,4.2,149.12,1997,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1116011.975,1247815.68,4,154.49,1998,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1131710.652,1247852.228,4.2,170,1999,intermedio,Ligera Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1137680.774,1247867.342,4,150,1995,intermedio,Ligera Magnitud,Shales  calizas  fosforitas  cherts y cuarzoarenitas. Predominio de facies finas al norte del Cocuy y facies más arenosas al sur.
1092465.046,1247880.148,4,150,2000,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1096113.035,1247886.614,4.1,160,2000,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1105288.419,1247903.983,4.3,160,1998,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1111921.361,1247917.525,4.4,156.9,1995,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1083510.844,1247975.937,4.8,130.01,2001,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1111257.83,1248026.74,4.3,166,1999,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1122755.172,1248052.033,4,167.7,1998,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1099429.001,1248113.916,4,150,1994,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1110815.402,1248136.424,4.5,167.7,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1122312.705,1248161.624,4.2,155,1994,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1089811.422,1248207.406,4,137,2001,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1105066.668,1248235.361,4.2,159.9,2015,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1105729.952,1248236.675,4.3,159.3,2016,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1111810.114,1248249.113,4.1,162.3,2001,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1117890.375,1248262.246,4.7,150,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1103076.607,1248342.07,4.1,150,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1121869.987,1248381.829,4.2,169.8,2007,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1120985.318,1248490.419,5.2,159.97,2000,intermedio,Moderada Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1126734.057,1248503.814,4.1,150,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1090805.746,1248540.899,4.2,138.37,2007,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1112914.903,1248583.271,4.8,162,1996,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1114683.69,1248587.058,4,148.01,2001,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1116894.686,1248591.875,5.3,180,1999,intermedio,Moderada Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1124301.627,1248608.682,4,160,1999,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1124522.732,1248609.199,4.6,170,1998,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1120653.161,1248710.884,4,166.9,2002,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1130271.25,1248733.592,4,157.9,2001,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1104844.482,1248787.949,4.6,160,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1114351.566,1248807.559,4.4,165,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1115346.507,1248809.709,4.3,163.2,1998,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
