X	Y	Magnitud
990904,690000	1370890,360000	2,100000
991945,250000	879888,420000	2,300000
992007,840000	1374208,030000	2,200000
993075,220000	1099945,130000	2,000000
993076,030000	1107686,060000	1,700000
993077,450000	1120956,260000	3,100000
993077,810000	1124273,820000	1,600000
993081,640000	1158555,480000	1,400000
993090,460000	1231543,540000	2,700000
993124,570000	1463792,210000	3,200000
993136,800000	1534577,610000	2,700000
994164,720000	826810,860000	2,200000
994188,830000	1159661,220000	1,400000
994195,190000	1222696,270000	2,400000
994195,540000	1226013,950000	1,500000
996406,450000	1216060,750000	1,300000
997501,260000	896474,930000	2,200000
997509,410000	1145284,770000	1,900000
997514,520000	1261402,450000	1,600000
997517,980000	1331075,480000	1,500000
998620,520000	1296791,640000	1,700000
999724,020000	1140861,290000	1,600000
999724,170000	1172931,360000	2,500000
999724,560000	1252555,160000	2,600000
1000826,330000	1448307,670000	2,000000
1000829,390000	1277991,040000	1,800000
1000829,690000	1259190,590000	1,500000
1000830,810000	1185095,970000	1,400000
1000833,740000	935177,640000	3,100000
1001931,460000	1344346,730000	2,100000
1001939,860000	1106579,870000	1,300000
1001945,340000	879888,130000	1,100000
1003039,750000	1261402,480000	1,500000
1003039,880000	1259190,670000	2,100000
1004141,830000	1297897,710000	1,900000
1005213,440000	1564440,690000	2,400000
1005261,660000	1133120,500000	1,200000
1005263,570000	1109897,600000	1,900000
1005263,750000	1107685,900000	2,300000
1005275,370000	940706,780000	1,500000
1006303,770000	1605365,480000	2,000000
1006333,850000	1418446,490000	2,300000
1006368,740000	1137544,040000	1,400000
1006384,830000	953976,460000	2,000000
1006387,910000	909744,590000	2,500000
1007440,100000	1389691,390000	2,500000
1007447,280000	1345453,220000	2,800000
1007457,220000	1280203,400000	1,500000
1007474,590000	1150814,490000	1,200000
1007478,680000	1116532,920000	1,700000
1007500,460000	886523,100000	1,200000
1008504,580000	1568865,540000	2,600000
1008544,930000	1375314,090000	2,100000
1008554,230000	1324440,560000	1,800000
1008561,300000	1283521,320000	1,600000
1008573,380000	1208320,090000	1,800000
1008587,530000	1108792,110000	1,800000
1008607,990000	926331,670000	1,500000
1009651,340000	1356513,090000	2,500000
1009669,210000	1265826,920000	2,900000
1009695,150000	1111003,960000	3,100000
1010800,840000	1124274,360000	1,800000
1011864,110000	1328865,010000	2,200000
1011879,870000	1262509,650000	2,100000
1012978,180000	1289051,850000	1,300000
1013024,530000	1082252,540000	1,500000
1014080,140000	1297899,530000	1,400000
1014116,370000	1157450,860000	1,200000
1015061,300000	1633020,430000	2,500000
1015190,060000	1279099,200000	1,700000
1015234,490000	1112110,870000	1,000000
1016178,100000	1585459,130000	2,200000
1016331,460000	1154133,810000	1,600000
1016334,410000	1143075,160000	1,400000
1016341,280000	1116534,550000	2,400000
1017437,990000	1156345,860000	1,100000
1017449,700000	1114323,140000	1,300000
1018486,750000	1325549,280000	1,800000
1018536,120000	1185098,920000	1,500000
1018591,330000	982729,270000	1,500000
1019660,320000	1130911,640000	2,000000
1019666,440000	1111006,210000	2,600000
1020750,080000	1182887,910000	1,500000
1020807,690000	995999,610000	1,000000
1021684,440000	1546749,680000	2,000000
1021865,680000	1158559,040000	1,800000
1022916,260000	1293479,100000	1,800000
1022987,060000	1119854,160000	3,100000
1023024,520000	1004846,790000	1,100000
1023882,340000	1543432,830000	2,800000
1023916,120000	1488130,930000	1,600000
1024036,190000	1260302,010000	1,400000
1024068,590000	1186206,840000	2,500000
1024081,160000	1155242,260000	1,000000
1025114,310000	1314492,880000	1,700000
1025159,900000	1220489,920000	1,400000
1025166,880000	1205007,400000	2,200000
1025167,370000	1203901,510000	1,100000
1025211,150000	1097737,860000	1,900000
1025247,190000	993789,250000	1,700000
1025249,600000	986048,510000	1,900000
1026179,880000	1383062,610000	1,800000
1026320,170000	1095526,580000	2,100000
1027470,770000	981625,940000	1,400000
1028506,620000	1161879,440000	2,500000
1028510,270000	1154138,310000	1,100000
1028538,900000	1089998,230000	2,200000
1029565,320000	1253669,340000	2,000000
1030716,690000	1169621,700000	1,900000
1030760,460000	1078940,680000	2,700000
1030800,060000	982732,940000	2,000000
1031559,170000	1554499,050000	2,700000
1031824,760000	1167410,510000	1,600000
1031856,860000	1104375,870000	1,900000
1031863,220000	1091105,580000	2,500000
1031863,740000	1089999,720000	2,700000
1031870,970000	1074517,780000	1,700000
1031907,790000	988262,490000	2,100000
1031913,780000	972780,970000	1,500000
1032687,960000	1518000,140000	3,200000
1032698,090000	1505833,670000	3,000000
1032977,920000	1077835,860000	2,600000
1034081,990000	1086683,230000	2,500000
1034084,760000	1081153,960000	2,500000
1034138,720000	960617,820000	1,300000
1034872,490000	1532380,710000	2,300000
1034950,200000	1442792,180000	2,200000
1035092,900000	1251460,890000	1,600000
1035141,610000	1174047,700000	2,000000
1035156,480000	1148612,390000	2,000000
1035194,320000	1078942,810000	1,400000
1035196,580000	1074519,390000	2,100000
1036303,960000	1076731,680000	3,500000
1036439,330000	696334,020000	2,600000
1036439,740000	694122,470000	2,600000
1037035,590000	1566670,860000	2,100000
1037348,880000	1184002,080000	1,600000
1037363,550000	1160778,410000	1,900000
1037413,660000	1074520,560000	2,600000
1037414,850000	1072308,850000	2,300000
1037443,240000	1017016,540000	1,500000
1038304,070000	1384177,270000	2,700000
1038419,050000	1237086,250000	1,900000
1038452,560000	1188426,390000	2,100000
1038460,590000	1176261,550000	1,100000
1038469,190000	1162990,880000	2,000000
1038523,430000	1072309,450000	1,900000
1039579,110000	1158568,050000	2,000000
1039589,140000	1143085,680000	1,200000
1039598,940000	1127603,380000	1,300000
1039602,380000	1122074,010000	1,800000
1039630,110000	1075627,650000	2,300000
1039757,160000	779268,250000	2,500000
1040334,770000	1560037,810000	2,300000
1040674,890000	1175157,150000	1,600000
1040680,960000	1166310,010000	2,100000
1040684,720000	1160780,560000	3,600000
1040686,210000	1158568,790000	1,400000
1040695,790000	1144192,280000	1,800000
1041288,850000	1682817,770000	3,300000
1041757,580000	1208334,960000	1,400000
1041765,740000	1197275,910000	1,300000
1041882,120000	1014807,150000	2,300000
1042877,080000	1190641,310000	1,700000
1042890,080000	1172946,930000	2,300000
1042904,320000	1153040,870000	1,800000
1042908,970000	1146405,550000	1,200000
1043640,200000	1548980,720000	2,700000
1043686,450000	1508056,400000	2,500000
1043859,480000	1337731,290000	3,000000
1043880,640000	1314506,130000	2,200000
1043931,430000	1255891,200000	1,500000
1044110,980000	997114,910000	2,000000
1045091,810000	1188431,190000	1,200000
1045098,670000	1179583,970000	2,700000
1045104,600000	1171842,680000	1,300000
1045125,240000	1144195,360000	1,400000
1045175,630000	1071207,600000	2,700000
1046158,090000	1237092,310000	1,400000
1046208,000000	1176267,130000	1,700000
1046208,860000	1175161,230000	1,800000
1046284,230000	1071208,330000	2,600000
1047204,040000	1302343,700000	1,400000
1047314,770000	1176268,010000	1,500000
1047318,320000	1171844,400000	2,400000
1047450,440000	979423,360000	3,200000
1048253,680000	1356537,150000	2,000000
1048398,330000	1203916,630000	3,100000
1048422,460000	1175163,010000	2,000000
1048423,370000	1174057,100000	3,800000
1048895,930000	1716013,260000	3,400000
1049554,710000	1144198,760000	1,300000
1049578,980000	1113233,900000	2,200000
1050460,770000	1355433,510000	5,100000
1050617,730000	1196177,160000	1,500000
1050695,470000	1102175,930000	1,700000
1050905,680000	688596,690000	2,500000
1051453,870000	1449445,260000	2,000000
1051484,710000	1424006,730000	2,700000
1051725,130000	1195072,240000	1,800000
1051729,120000	1190648,580000	2,500000
1051736,030000	1182907,190000	1,600000
1051744,810000	1172954,020000	1,600000
1051755,370000	1160789,070000	1,500000
1051887,470000	983849,410000	2,900000
1051891,640000	977214,330000	2,100000
1052418,530000	1552310,120000	2,600000
1052828,490000	1198391,000000	2,100000
1052878,720000	1141989,720000	1,300000
1052985,720000	1001543,720000	1,400000
1053721,260000	1396359,090000	1,900000
1053933,800000	1199497,950000	1,700000
1053961,530000	1169638,270000	2,700000
1054148,760000	916394,550000	2,200000
1055042,280000	1197287,170000	3,700000
1055046,540000	1192863,490000	1,900000
1055204,260000	1002651,090000	1,900000
1055706,960000	1555633,120000	2,700000
1055720,010000	1546784,380000	2,700000
1056136,590000	1209453,420000	1,700000
1056145,400000	1200606,020000	1,300000
1056196,950000	1146416,260000	2,000000
1056882,810000	1502542,880000	2,500000
1056988,210000	1426225,720000	2,100000
1057210,450000	1240420,720000	1,800000
1057433,080000	989382,380000	2,300000
1058170,480000	1364290,500000	1,900000
1058236,860000	1310097,240000	1,900000
1058385,920000	1172960,200000	1,700000
1058401,040000	1157477,410000	1,800000
1058418,940000	1138676,980000	1,700000
1059446,800000	1217198,380000	1,800000
1059550,270000	1113242,290000	1,600000
1059783,850000	757159,090000	2,400000
1060115,290000	1544578,890000	2,400000
1060239,670000	1462729,560000	2,300000
1060401,840000	1344385,400000	2,000000
1061182,770000	1563384,370000	2,400000
1061656,350000	1219412,680000	1,800000
1061680,640000	1197293,960000	1,600000
1061874,110000	987173,920000	2,100000
1062039,040000	666483,650000	2,800000
1062334,710000	1530203,200000	2,200000
1062764,820000	1217202,040000	2,500000
1062768,560000	1213884,220000	2,200000
1062839,890000	1147528,600000	1,500000
1064184,420000	1720464,620000	2,900000
1064975,540000	1218310,530000	2,700000
1064980,710000	1213886,750000	2,100000
1065003,610000	1193979,840000	2,200000
1065167,680000	1030305,620000	2,400000
1065375,940000	672013,620000	2,300000
1066070,910000	1227159,430000	1,700000
1067281,240000	1136474,090000	2,000000
1067518,800000	1692816,110000	2,800000
1068431,020000	1096662,390000	1,900000
1068719,530000	654321,570000	3,000000
1069213,170000	1354351,630000	2,900000
1069635,600000	996027,220000	1,900000
1070242,410000	1401912,360000	2,400000
1070492,750000	1228270,910000	1,500000
1070618,710000	1123206,680000	1,300000
1072451,600000	1398597,800000	2,100000
1073321,190000	1529116,410000	2,300000
1073742,250000	1276938,210000	2,000000
1073909,300000	1150858,740000	3,100000
1074800,890000	1307907,660000	2,100000
1075012,500000	1154177,900000	1,600000
1075993,700000	1248185,860000	1,400000
1077518,690000	858905,580000	1,400000
1077694,990000	1539080,090000	2,200000
1079047,510000	1407457,550000	2,300000
1079828,130000	1568950,310000	2,700000
1080312,410000	1313446,430000	1,700000
1080578,940000	1130960,090000	1,500000
1081257,160000	1404143,400000	2,700000
1082230,260000	1470510,180000	2,300000
1083560,630000	1349950,990000	2,100000
1084997,200000	1699493,650000	3,100000
1085247,940000	1597722,810000	4,200000
1086333,850000	1602150,120000	3,100000
1086432,690000	1560115,780000	2,200000
1088700,120000	1529148,670000	2,300000
1088840,590000	1466099,530000	2,600000
1089614,670000	1605476,710000	2,600000
1089940,850000	1466101,920000	2,600000
1091143,770000	1418541,960000	1,600000
1091176,100000	1403056,750000	2,200000
1092187,910000	1445090,670000	2,500000
1092303,310000	1390892,150000	2,000000
1095045,810000	1624296,340000	2,100000
1095852,090000	1726074,070000	2,900000
1096157,840000	1082319,050000	1,500000
1096225,020000	1032551,000000	1,500000
1096316,990000	1557927,510000	2,400000
1097799,730000	1397540,450000	2,300000
1098100,200000	1249328,080000	1,900000
1098258,120000	1650854,850000	2,800000
1098552,730000	1542446,700000	2,400000
1100065,270000	1369892,980000	2,500000
1100628,640000	1056888,080000	1,700000
1100948,950000	1463915,160000	2,100000
1101427,030000	1243804,120000	5,500000
1103204,340000	1441797,830000	2,400000
1103627,390000	1249338,580000	5,000000
1104017,430000	1012654,020000	1,400000
1104500,930000	1753758,950000	2,400000
1105072,520000	1051364,580000	2,700000
1105113,390000	1022609,240000	2,000000
1105425,460000	1434060,310000	1,400000
1106119,040000	1092287,780000	1,400000
1107027,480000	1647562,140000	3,500000
1107075,100000	1632074,580000	1,700000
1107298,800000	1045837,930000	1,500000
1112137,720000	1393149,840000	2,600000
1112756,320000	1100040,740000	1,300000
1112866,490000	1031468,340000	1,500000
1113198,870000	724011,390000	3,200000
1113995,850000	1018198,050000	1,600000
1114031,260000	1507090,890000	1,800000
1114310,670000	1405323,030000	1,600000
1114367,540000	1383200,190000	2,800000
1115055,740000	1050273,820000	2,700000
1117240,990000	1070185,730000	2,700000
1117513,640000	1442941,410000	2,300000
1118311,480000	1092308,170000	2,300000
1118368,380000	1059127,370000	2,100000
1118724,260000	1403122,400000	1,800000
1120604,890000	1048070,830000	1,300000
1121598,010000	1113329,000000	2,800000
1121757,550000	1021528,070000	1,700000
1125690,930000	1634349,010000	2,600000
1126043,190000	1106701,080000	2,000000
1127159,960000	1102278,960000	1,700000
1129429,520000	1074631,570000	2,800000
1129539,320000	1012692,520000	1,700000
1129647,950000	1435233,400000	2,000000
1129875,870000	740612,890000	2,300000
1131682,250000	1055832,590000	1,600000
1132102,820000	738402,690000	3,400000
1132811,660000	1044773,960000	1,600000
1134603,510000	1240558,870000	1,500000
1136026,380000	1102296,640000	2,300000
1137170,940000	1084601,370000	2,500000
1137512,930000	1385477,360000	2,500000
1138217,280000	1114468,420000	2,200000
1138306,260000	1071330,460000	2,200000
1138532,280000	1412030,180000	3,200000
1142644,910000	1116690,290000	1,300000
1142734,800000	1074657,760000	3,200000
1143428,700000	1248325,000000	1,900000
1144012,020000	1420898,060000	1,400000
1144552,260000	1241690,910000	1,800000
1144561,180000	1238372,370000	2,700000
1145139,540000	1413157,930000	1,700000
1145693,730000	1228419,720000	1,200000
1145702,560000	1225101,190000	1,400000
1146332,820000	1385505,230000	3,200000
1147195,650000	1062499,640000	1,800000
1148026,400000	1782701,830000	4,000000
1148645,530000	1352324,950000	1,800000
1148694,410000	1336837,600000	2,200000
1148721,940000	1327987,720000	2,700000
1149777,090000	1343478,510000	2,900000
1150404,290000	1115601,770000	4,200000
1151011,780000	1301444,950000	1,600000
1151129,940000	1261620,970000	2,100000
1151354,210000	1179762,320000	1,600000
1151488,900000	1125559,820000	2,700000
1152235,300000	1261624,180000	1,600000
1152769,120000	1049237,650000	2,400000
1154878,750000	1097913,490000	2,000000
1155280,170000	1347921,420000	2,100000
1155587,340000	1249465,420000	2,000000
1155869,350000	1740692,320000	2,500000
1156459,990000	1324693,470000	1,700000
1156731,810000	1236193,920000	1,500000
1157223,570000	1423156,790000	2,600000
1157303,350000	1401030,660000	2,600000
1159879,590000	776035,280000	2,600000
1161385,580000	1729654,360000	2,700000
1162156,080000	1270504,210000	2,100000
1162214,420000	1251697,790000	1,800000
1162954,000000	1362329,570000	2,100000
1163224,440000	769402,300000	2,100000
1164355,930000	1273830,020000	1,400000
1164422,210000	1252810,880000	2,300000
1164750,230000	1138867,580000	1,200000
1165475,280000	1269408,450000	1,600000
1165639,410000	1216307,600000	1,500000
1165907,420000	1120064,660000	4,100000
1166941,950000	1147723,380000	1,500000
1169098,440000	1168748,240000	1,700000
1169657,160000	1339120,460000	2,100000
1172433,090000	1164332,690000	2,300000
1173083,140000	1307048,700000	2,700000
1173235,830000	770520,050000	2,400000
1175904,990000	1111241,080000	1,700000
1177640,930000	1267236,110000	3,700000
1180399,790000	1413289,690000	2,700000
1184373,920000	760577,730000	2,400000
1184611,140000	1165475,340000	1,300000
1185745,880000	1156628,110000	1,300000
1187549,030000	1278334,990000	2,500000
1187569,250000	1272803,060000	1,500000
1191124,550000	1205325,530000	2,500000
1192804,530000	1010611,590000	1,800000
1194482,480000	1194272,960000	1,700000
1195425,580000	1240745,690000	2,200000
1195989,830000	1787395,980000	3,300000
1199224,830000	1096925,210000	2,200000
1199958,560000	1210888,340000	3,100000
1200108,100000	1167738,060000	2,800000
1205250,120000	1273976,990000	1,800000
1208539,160000	1280629,330000	3,000000
1208610,770000	1262925,390000	2,700000
1208685,080000	1244115,070000	1,700000
1211086,980000	1194331,720000	3,300000
1211290,280000	1136795,220000	1,300000
1212424,540000	1129053,710000	2,300000
1216261,800000	1283981,200000	2,700000
1216313,260000	1271809,220000	3,200000
1216382,150000	1255211,160000	2,500000
1218715,320000	1225343,660000	2,300000
1220720,930000	1275147,660000	3,200000
1223080,120000	1811932,680000	3,200000
1223311,530000	1182205,820000	2,300000
1231955,480000	1234251,150000	2,200000
1234225,050000	1220981,080000	1,700000
1235336,390000	1219879,150000	2,400000
1236371,250000	1236483,570000	2,500000
1236631,090000	1174511,800000	2,400000
1243537,040000	1843088,950000	3,500000
1245291,690000	1221029,150000	2,000000
1251845,050000	1239873,790000	1,900000
1252840,450000	1263121,030000	1,400000
1308976,170000	788459,140000	2,500000
1331750,970000	1202655,150000	3,500000
