X	Y	Magnitud	Marcas
1008587,53	1108792,11	1,8	A
1008607,99	926331,67	1,5	A
1009651,34	1356513,09	2,5	A
1009669,21	1265826,92	2,9	A
1009695,15	1111003,96	3,1	A
1010800,84	1124274,36	1,8	A
1011864,11	1328865,01	2,2	A
1011879,87	1262509,65	2,1	A
1012978,18	1289051,85	1,3	A
1013024,53	1082252,54	1,5	A
1014080,14	1297899,53	1,4	A
1014116,37	1157450,86	1,2	A
1015061,3	1633020,43	2,5	A
1015190,06	1279099,2	1,7	A
1015234,49	1112110,87	1	A
1016178,1	1585459,13	2,2	A
1016331,46	1154133,81	1,6	A
1016334,41	1143075,16	1,4	A
1016341,28	1116534,55	2,4	A
1017437,99	1156345,86	1,1	A
1017449,7	1114323,14	1,3	A
1018486,75	1325549,28	1,8	A
1018536,12	1185098,92	1,5	A
1018591,33	982729,27	1,5	A
1019660,32	1130911,64	2	A
1019666,44	1111006,21	2,6	A
1020750,08	1182887,91	1,5	A
1020807,69	995999,61	1	A
1021684,44	1546749,68	2	A
1021865,68	1158559,04	1,8	A
1022916,26	1293479,1	1,8	A
1022987,06	1119854,16	3,1	A
1023024,52	1004846,79	1,1	A
1023882,34	1543432,83	2,8	A
1023916,12	1488130,93	1,6	A
1024036,19	1260302,01	1,4	A
1024068,59	1186206,84	2,5	A
1024081,16	1155242,26	1	A
1025114,31	1314492,88	1,7	A
1025159,9	1220489,92	1,4	A
1025166,88	1205007,4	2,2	A
1025167,37	1203901,51	1,1	A
1025211,15	1097737,86	1,9	A
1025247,19	993789,25	1,7	A
1025249,6	986048,51	1,9	A
1026179,88	1383062,61	1,8	A
1026320,17	1095526,58	2,1	A
1027470,77	981625,94	1,4	A
1028506,62	1161879,44	2,5	A
1028510,27	1154138,31	1,1	A
1028538,9	1089998,23	2,2	A
1029565,32	1253669,34	2	A
1030716,69	1169621,7	1,9	A
1030760,46	1078940,68	2,7	A
1030800,06	982732,94	2	A
1031559,17	1554499,05	2,7	A
1031824,76	1167410,51	1,6	A
1031856,86	1104375,87	1,9	A
1031863,22	1091105,58	2,5	A
1031863,74	1089999,72	2,7	A
1031870,97	1074517,78	1,7	A
1031907,79	988262,49	2,1	A
1031913,78	972780,97	1,5	A
1032687,96	1518000,14	3,2	A
1032698,09	1505833,67	3	A
1032977,92	1077835,86	2,6	A
1034081,99	1086683,23	2,5	A
1034084,76	1081153,96	2,5	A
1034138,72	960617,82	1,3	A
1034872,49	1532380,71	2,3	A
1034950,2	1442792,18	2,2	A
1035092,9	1251460,89	1,6	A
1035141,61	1174047,7	2	A
1035156,48	1148612,39	2	A
1035194,32	1078942,81	1,4	A
1035196,58	1074519,39	2,1	A
1036303,96	1076731,68	3,5	B
1036439,33	696334,02	2,6	A
1036439,74	694122,47	2,6	A
1037035,59	1566670,86	2,1	A
1037348,88	1184002,08	1,6	A
1037363,55	1160778,41	1,9	A
1037413,66	1074520,56	2,6	A
1037414,85	1072308,85	2,3	A
1037443,24	1017016,54	1,5	A
1038304,07	1384177,27	2,7	A
1038419,05	1237086,25	1,9	A
1038452,56	1188426,39	2,1	A
1038460,59	1176261,55	1,1	A
1038469,19	1162990,88	2	A
1038523,43	1072309,45	1,9	A
1039579,11	1158568,05	2	A
1039589,14	1143085,68	1,2	A
1039598,94	1127603,38	1,3	A
1039602,38	1122074,01	1,8	A
1039630,11	1075627,65	2,3	A
1039757,16	779268,25	2,5	A
1040334,77	1560037,81	2,3	A
1040674,89	1175157,15	1,6	A
1040680,96	1166310,01	2,1	A
1040684,72	1160780,56	3,6	B
1040686,21	1158568,79	1,4	A
1040695,79	1144192,28	1,8	A
1041288,85	1682817,77	3,3	A
1041757,58	1208334,96	1,4	A
1041765,74	1197275,91	1,3	A
1041882,12	1014807,15	2,3	A
1042877,08	1190641,31	1,7	A
1042890,08	1172946,93	2,3	A
1042904,32	1153040,87	1,8	A
1042908,97	1146405,55	1,2	A
1043640,2	1548980,72	2,7	A
1043686,45	1508056,4	2,5	A
1043859,48	1337731,29	3	A
1043880,64	1314506,13	2,2	A
1043931,43	1255891,2	1,5	A
1044110,98	997114,91	2	A
1045091,81	1188431,19	1,2	A
1045098,67	1179583,97	2,7	A
1045104,6	1171842,68	1,3	A
1045125,24	1144195,36	1,4	A
1045175,63	1071207,6	2,7	A
1046158,09	1237092,31	1,4	A
1046208	1176267,13	1,7	A
1046208,86	1175161,23	1,8	A
1046284,23	1071208,33	2,6	A
1047204,04	1302343,7	1,4	A
1047314,77	1176268,01	1,5	A
1047318,32	1171844,4	2,4	A
1047450,44	979423,36	3,2	A
1048253,68	1356537,15	2	A
1048398,33	1203916,63	3,1	A
1048422,46	1175163,01	2	A
1048423,37	1174057,1	3,8	B
1048895,93	1716013,26	3,4	A
1049554,71	1144198,76	1,3	A
1049578,98	1113233,9	2,2	A
1050460,77	1355433,51	5,1	B
1050617,73	1196177,16	1,5	A
1050695,47	1102175,93	1,7	A
1050905,68	688596,69	2,5	A
1051453,87	1449445,26	2	A
1051484,71	1424006,73	2,7	A
1051725,13	1195072,24	1,8	A
1051729,12	1190648,58	2,5	A
1051736,03	1182907,19	1,6	A
1051744,81	1172954,02	1,6	A
1051755,37	1160789,07	1,5	A
1051887,47	983849,41	2,9	A
1051891,64	977214,33	2,1	A
1052418,53	1552310,12	2,6	A
1052828,49	1198391	2,1	A
1052878,72	1141989,72	1,3	A
1052985,72	1001543,72	1,4	A
1053721,26	1396359,09	1,9	A
1053933,8	1199497,95	1,7	A
1053961,53	1169638,27	2,7	A
1054148,76	916394,55	2,2	A
1055042,28	1197287,17	3,7	B
1055046,54	1192863,49	1,9	A
1055204,26	1002651,09	1,9	A
1055706,96	1555633,12	2,7	A
1055720,01	1546784,38	2,7	A
1056136,59	1209453,42	1,7	A
1056145,4	1200606,02	1,3	A
1056196,95	1146416,26	2	A
1056882,81	1502542,88	2,5	A
1056988,21	1426225,72	2,1	A
1057210,45	1240420,72	1,8	A
1057433,08	989382,38	2,3	A
1058170,48	1364290,5	1,9	A
1058236,86	1310097,24	1,9	A
1058385,92	1172960,2	1,7	A
1058401,04	1157477,41	1,8	A
1058418,94	1138676,98	1,7	A
1059446,8	1217198,38	1,8	A
1059550,27	1113242,29	1,6	A
1059783,85	757159,09	2,4	A
1060115,29	1544578,89	2,4	A
1060239,67	1462729,56	2,3	A
1060401,84	1344385,4	2	A
1061182,77	1563384,37	2,4	A
1061656,35	1219412,68	1,8	A
1061680,64	1197293,96	1,6	A
1061874,11	987173,92	2,1	A
1062039,04	666483,65	2,8	A
1062334,71	1530203,2	2,2	A
1062764,82	1217202,04	2,5	A
1062768,56	1213884,22	2,2	A
1062839,89	1147528,6	1,5	A
1064184,42	1720464,62	2,9	A
1064975,54	1218310,53	2,7	A
1064980,71	1213886,75	2,1	A
1065003,61	1193979,84	2,2	A
1065167,68	1030305,62	2,4	A
1065375,94	672013,62	2,3	A
1066070,91	1227159,43	1,7	A
1067281,24	1136474,09	2	A
1067518,8	1692816,11	2,8	A
1068431,02	1096662,39	1,9	A
1068719,53	654321,57	3	A
1069213,17	1354351,63	2,9	A
1069635,6	996027,22	1,9	A
1070242,41	1401912,36	2,4	A
1070492,75	1228270,91	1,5	A
1070618,71	1123206,68	1,3	A
1072451,6	1398597,8	2,1	A
1073321,19	1529116,41	2,3	A
1073742,25	1276938,21	2	A
1073909,3	1150858,74	3,1	A
1074800,89	1307907,66	2,1	A
1075012,5	1154177,9	1,6	A
1075993,7	1248185,86	1,4	A
1077518,69	858905,58	1,4	A
1077694,99	1539080,09	2,2	A
1079047,51	1407457,55	2,3	A
1079828,13	1568950,31	2,7	A
1080312,41	1313446,43	1,7	A
1080578,94	1130960,09	1,5	A
1081257,16	1404143,4	2,7	A
1082230,26	1470510,18	2,3	A
1083560,63	1349950,99	2,1	A
1084997,2	1699493,65	3,1	A
1085247,94	1597722,81	4,2	B
1086333,85	1602150,12	3,1	A
1086432,69	1560115,78	2,2	A
1088700,12	1529148,67	2,3	A
1088840,59	1466099,53	2,6	A
1089614,67	1605476,71	2,6	A
1089940,85	1466101,92	2,6	A
1091143,77	1418541,96	1,6	A
1091176,1	1403056,75	2,2	A
1092187,91	1445090,67	2,5	A
1092303,31	1390892,15	2	A
1095045,81	1624296,34	2,1	A
1095852,09	1726074,07	2,9	A
1096157,84	1082319,05	1,5	A
1096225,02	1032551	1,5	A
1096316,99	1557927,51	2,4	A
1097799,73	1397540,45	2,3	A
1098100,2	1249328,08	1,9	A
1098258,12	1650854,85	2,8	A
1098552,73	1542446,7	2,4	A
1100065,27	1369892,98	2,5	A
1100628,64	1056888,08	1,7	A
1100948,95	1463915,16	2,1	A
1101427,03	1243804,12	5,5	B
1103204,34	1441797,83	2,4	A
1103627,39	1249338,58	5	B
1104017,43	1012654,02	1,4	A
1104500,93	1753758,95	2,4	A
1105072,52	1051364,58	2,7	A
1105113,39	1022609,24	2	A
1105425,46	1434060,31	1,4	A
1106119,04	1092287,78	1,4	A
1107027,48	1647562,14	3,5	B
1107075,1	1632074,58	1,7	A
1107298,8	1045837,93	1,5	A
1112137,72	1393149,84	2,6	A
1112756,32	1100040,74	1,3	A
1112866,49	1031468,34	1,5	A
1113198,87	724011,39	3,2	A
1113995,85	1018198,05	1,6	A
1114031,26	1507090,89	1,8	A
1114310,67	1405323,03	1,6	A
1114367,54	1383200,19	2,8	A
1115055,74	1050273,82	2,7	A
1117240,99	1070185,73	2,7	A
1117513,64	1442941,41	2,3	A
1118311,48	1092308,17	2,3	A
1118368,38	1059127,37	2,1	A
1118724,26	1403122,4	1,8	A
1120604,89	1048070,83	1,3	A
1121598,01	1113329	2,8	A
1121757,55	1021528,07	1,7	A
1125690,93	1634349,01	2,6	A
1126043,19	1106701,08	2	A
1127159,96	1102278,96	1,7	A
1129429,52	1074631,57	2,8	A
1129539,32	1012692,52	1,7	A
1129647,95	1435233,4	2	A
1129875,87	740612,89	2,3	A
1131682,25	1055832,59	1,6	A
1132102,82	738402,69	3,4	A
1132811,66	1044773,96	1,6	A
1134603,51	1240558,87	1,5	A
1136026,38	1102296,64	2,3	A
1137170,94	1084601,37	2,5	A
1137512,93	1385477,36	2,5	A
1138217,28	1114468,42	2,2	A
1138306,26	1071330,46	2,2	A
1138532,28	1412030,18	3,2	A
1142644,91	1116690,29	1,3	A
1142734,8	1074657,76	3,2	A
1143428,7	1248325	1,9	A
1144012,02	1420898,06	1,4	A
1144552,26	1241690,91	1,8	A
1144561,18	1238372,37	2,7	A
1145139,54	1413157,93	1,7	A
1145693,73	1228419,72	1,2	A
1145702,56	1225101,19	1,4	A
1146332,82	1385505,23	3,2	A
1147195,65	1062499,64	1,8	A
1148026,4	1782701,83	4	B
1148645,53	1352324,95	1,8	A
1148694,41	1336837,6	2,2	A
1148721,94	1327987,72	2,7	A
1149777,09	1343478,51	2,9	A
1150404,29	1115601,77	4,2	B
1151011,78	1301444,95	1,6	A
1151129,94	1261620,97	2,1	A
1151354,21	1179762,32	1,6	A
1151488,9	1125559,82	2,7	A
1152235,3	1261624,18	1,6	A
1152769,12	1049237,65	2,4	A
1154878,75	1097913,49	2	A
1155280,17	1347921,42	2,1	A
1155587,34	1249465,42	2	A
1155869,35	1740692,32	2,5	A
1156459,99	1324693,47	1,7	A
1156731,81	1236193,92	1,5	A
1157223,57	1423156,79	2,6	A
1157303,35	1401030,66	2,6	A
1159879,59	776035,28	2,6	A
1161385,58	1729654,36	2,7	A
1162156,08	1270504,21	2,1	A
1162214,42	1251697,79	1,8	A
1162954	1362329,57	2,1	A
1163224,44	769402,3	2,1	A
1164355,93	1273830,02	1,4	A
1164422,21	1252810,88	2,3	A
1164750,23	1138867,58	1,2	A
1165475,28	1269408,45	1,6	A
1165639,41	1216307,6	1,5	A
1165907,42	1120064,66	4,1	B
1166941,95	1147723,38	1,5	A
1169098,44	1168748,24	1,7	A
1169657,16	1339120,46	2,1	A
1172433,09	1164332,69	2,3	A
1173083,14	1307048,7	2,7	A
1173235,83	770520,05	2,4	A
1175904,99	1111241,08	1,7	A
1177640,93	1267236,11	3,7	B
1180399,79	1413289,69	2,7	A
1184373,92	760577,73	2,4	A
1184611,14	1165475,34	1,3	A
1185745,88	1156628,11	1,3	A
1187549,03	1278334,99	2,5	A
1187569,25	1272803,06	1,5	A
1191124,55	1205325,53	2,5	A
1192804,53	1010611,59	1,8	A
1194482,48	1194272,96	1,7	A
1195425,58	1240745,69	2,2	A
1195989,83	1787395,98	3,3	A
1199224,83	1096925,21	2,2	A
1199958,56	1210888,34	3,1	A
1200108,1	1167738,06	2,8	A
1205250,12	1273976,99	1,8	A
1208539,16	1280629,33	3	A
1208610,77	1262925,39	2,7	A
1208685,08	1244115,07	1,7	A
1211086,98	1194331,72	3,3	A
1211290,28	1136795,22	1,3	A
1212424,54	1129053,71	2,3	A
1216261,8	1283981,2	2,7	A
1216313,26	1271809,22	3,2	A
1216382,15	1255211,16	2,5	A
1218715,32	1225343,66	2,3	A
1220720,93	1275147,66	3,2	A
1223080,12	1811932,68	3,2	A
1223311,53	1182205,82	2,3	A
1231955,48	1234251,15	2,2	A
1234225,05	1220981,08	1,7	A
1235336,39	1219879,15	2,4	A
1236371,25	1236483,57	2,5	A
1236631,09	1174511,8	2,4	A
1243537,04	1843088,95	3,5	B
1245291,69	1221029,15	2	A
1251845,05	1239873,79	1,9	A
1252840,45	1263121,03	1,4	A
1308976,17	788459,14	2,5	A
1331750,97	1202655,15	3,5	B
